"sentID","compLower","popularity","nComp","percent"
126,"de campagne",1,54,1.92307692307692
126,"de champagneflessen",1,54,1.92307692307692
127,"de jungle",28,58,56
127,"het oerwoud",14,58,27.4509803921569
127,"het bos",8,58,15.6862745098039
127,"de bomen",3,58,5.76923076923077
127,"het woud",3,58,5.76923076923077
127,"de bossen",1,58,1.92307692307692
127,"gi",1,58,1.92307692307692
128,"de brief",22,58,43.1372549019608
128,"de brochure",10,58,19.6078431372549
128,"de folder",5,58,9.80392156862745
128,"een brief",3,58,5.76923076923077
128,"het boekje",2,58,3.84615384615385
128,"het document",2,58,3.84615384615385
128,"het dossier",2,58,3.84615384615385
128,"het rapport",2,58,3.84615384615385
128,"de afspraken",1,58,1.92307692307692
128,"de belastinggids",1,58,1.92307692307692
128,"de bijsluiter",1,58,1.92307692307692
128,"de flyer",1,58,1.92307692307692
128,"de mededeling",1,58,1.92307692307692
128,"de troonrede",1,58,1.92307692307692
128,"een brochure",1,58,1.92307692307692
128,"een folder",1,58,1.92307692307692
128,"gi",1,58,1.92307692307692
128,"het formulier",1,58,1.92307692307692
129,"het bestek",57,58,109.615384615385
129,"de messen",1,58,1.92307692307692
130,"het stadion",50,58,96.1538461538462
130,"de wedstrijd",3,58,5.76923076923077
130,"het stadium",2,58,3.84615384615385
130,"de tribune",1,58,1.92307692307692
130,"de voetbalclub",1,58,1.92307692307692
130,"het veld",1,58,1.92307692307692
131,"de conducteur",42,58,80.7692307692308
131,"een conducteur",11,58,21.5686274509804
131,"de man",2,58,3.84615384615385
131,"die conducteur",2,58,3.84615384615385
131,"de controleur",1,58,1.92307692307692
132,"de wereld",50,58,96.1538461538462
132,"de aarde",4,58,7.69230769230769
132,"de kaart",1,58,1.92307692307692
132,"de wereldkaart",1,58,1.92307692307692
132,"deze wereld",1,58,1.92307692307692
132,"het continent",1,58,1.92307692307692
133,"de wachtkamer",45,58,86.5384615384615
133,"de wachtruimte",9,58,17.6470588235294
133,"de stoel",3,58,5.76923076923077
133,"de wachtzaal",1,58,1.92307692307692
134,"de kinderwagen",30,57,57.6923076923077
134,"de buggy",12,57,23.5294117647059
134,"een kinderwagen",4,57,7.69230769230769
