"sentID","SentenceContext","sentenceClosure","compLower","popularity","nComp","percent","above70","comp.det","comp.noun","Lg10WF","natNess","RT","Diff"
119,"Marie hield erg van de muziek van Coldplay, dus voor haar verjaardag nam haar vriend haar mee naar","in het stadion.","een concert",26,58,44.8275862068966,0,"een","concert",2.7875,5.60344827586207,6.02620689655172,5.75862068965517
120,"Marc had veel te weinig tijd om het hele boek te lezen voor zijn literatuurtentamen en las daarom alleen","op internet, waarin de belangrijkste informatie opgesomd stond.","de samenvatting",41,58,70.6896551724138,1,"de","samenvatting",1.716,5.60344827586207,8.73860344827586,5.70689655172414
121,"Agnes was op vakantie erg bruin geworden van","en zag er uitgerust uit.","de zon",45,58,77.5862068965517,1,"de","zon",3.4777,5.24137931034483,6.22191379310345,5.68965517241379
122,"Als je altijd te laat thuis bent voor het eten, vind je vaak de hond in","en dan heb je pech.","de pot",49,58,84.4827586206897,1,"de","pot",3.1271,5.31034482758621,6.8223275862069,5.20689655172414
123,"Ik vind het erg zielig dat leeuwen in zulke kleine kooien leven in","terwijl het wilde dieren zijn.","de dierentuin",43,51,84.3137254901961,1,"de","dierentuin",2.6222,5.37254901960784,13.2988431372549,5.58823529411765
124,"Om die ene lekkere biefstuk te eten spraken Jim en Roos af bij","waar zij graag kwamen.","het restaurant",54,58,93.1034482758621,1,"het","restaurant",3.262,5.17241379310345,10.3674137931034,5.63793103448276
125,"Sam lijkt erg op zijn vader, een typisch geval van de appel valt niet ver van","als je het mij vraagt.","de boom",56,56,100,1,"de","boom",3.3591,5.71428571428571,4.42932142857143,5.91071428571429
126,"Wij wilden op zijn verjaardag proosten. We ontpopten daarom met veel geluid","en zetten de hapjes op tafel.","de champagne",41,54,75.9259259259259,1,"de","champagne",3.1807,5.12962962962963,5.88874074074074,5.38888888888889
127,"Tarzan en George slingeren als apen aan lianen door","alsof het niets is.","de jungle",28,58,48.2758620689655,0,"de","jungle",2.8915,5.3448275862069,5.09727586206897,5.60344827586207
128,"Alle belangrijke informatie van de Belastingsdienst stond in","over de nieuwe regelingen.","de brief",22,58,37.9310344827586,0,"de","brief",3.5092,5.05172413793103,13.6727068965517,4.44827586206897
129,"Sophie dekte de tafel. Ze begon met de borden en de glazen en daarna legde zij keurig","in de juiste volgorde op tafel.","het bestek",57,58,98.2758620689655,1,"het","bestek",1.9542,5.53448275862069,9.5935,5.58620689655172
130,"Frans en Stijn bezoeken alle wedstrijden van hun favoriete voetbalclub en vertrekken altijd op tijd naar","om een goede plek te bemachtigen.","het stadion",50,58,86.2068965517241,1,"het","stadion",2.3692,5.75862068965517,7.04112068965517,5.67241379310345
131,"Tijdens de treinrit werd ons kaartje gecontroleerd door","met de grote snor.","de conducteur",42,58,72.4137931034483,1,"de","conducteur",1.9395,5.68965517241379,6.65574137931034,5.72413793103448
132,"Er zijn wel bijna tweehonderd verschillende landen op","waar ik maar slechts een klein deel van heb gezien.","de wereld",50,58,86.2068965517241,1,"de","wereld",4.2363,4.94827586206897,7.17803448275862,5.62068965517241
133,"De doktersassistente vroeg mij plaats te nemen in","voordat de dokter mij zou komen halen.","de wachtkamer",45,58,77.5862068965517,1,"de","wachtkamer",1.9731,5.70689655172414,4.21074137931034,5.70689655172414
134,"Bart en Sara liepen in het park met hun baby in","naar de vijver.","de kinderwagen",47,57,82.4561403508772,1,"de","kinderwagen",1.7076,5.08771929824561,5.66947368421053,5.14035087719298
135,"Elk jaar op Prinsjesdag rijdt de koning door Den Haag in","en zwaait hij door het raam naar de mensen langs de kant.","de koets",40,58,68.9655172413793,0,"de","koets",2.5105,5.55172413793103,8.51634482758621,5.63793103448276
136,"De trein kwam tien minuten later dan verwacht aan op","van Den Haag.","het station",53,58,91.3793103448276,1,"het","station",3.0888,5.3448275862069,5.00912068965517,5.75862068965517
137,"Toen mijn ouders een weekendje weg waren, vroeg mijn vader aan de buurvrouw of zij een oogje in","wilde houden.","het zeil",53,58,91.3793103448276,1,"het","zeil",2.4814,5.86206896551724,12.2354310344828,5.93103448275862
138,"De kleding die Karin online besteld had, werd de volgende dag bezorgd door","op de fiets.","de postbode",29,58,50,0,"de","postbode",2.4409,4.96551724137931,6.07729310344828,5.46551724137931
139,"Met Sinterklaas doen wij altijd surprises, waarbij je begint met het voorlezen van","en daarna de surprise openmaakt.","een gedicht",28,57,49.1228070175439,0,"een","gedicht",2.8096,5.56140350877193,5.90740350877193,5.80701754385965
140,"De bejaarden bekeken veel schilderijen van Rembrandt die tentoongesteld werden in","in het centrum van de stad.","het museum",52,58,89.6551724137931,1,"het","museum",2.9201,5.48275862068965,7.36827586206897,5.6551724137931
141,"Bij thuiskomst stak Dirk de sleutel in","om naar binnen te gaan.","het slot",48,58,82.7586206896552,1,"het","slot",3.3608,5.43103448275862,73.5955344827586,5.68965517241379
