subj_id,RT,sentID,measure
R_79t4lwi0h4jDOIF,1.911,75,Timing_1
R_1Q0hDsLmbIKLZ0z,9.976,75,Timing_1
R_5cnTywcTuHgNj7X,2.28,75,Timing_1
R_33eeGD9CTfhk9Ku,2.811,75,Timing_1
R_Og3BciE3uTBaVCp,1.738,75,Timing_1
R_2qgeY8oUbmojYP9,2.085,75,Timing_1
R_1dc5H6vyTZwB5d0,3.377,75,Timing_1
R_C8sNafUjwxF55eh,2.737,75,Timing_1
R_PNz510nvMcK1vJn,2.744,75,Timing_1
R_33qfTHRXq6lYytC,2.722,75,Timing_1
R_1JDBEbqjj0RbmTU,3.457,75,Timing_1
R_2rYJkqwuhznMWXM,4.646,75,Timing_1
R_3NONaHlKW1yOnDy,2.98,75,Timing_1
R_3PS1qyqsZZ1yKjf,5.251,75,Timing_1
R_3Ma6oJ0RQvMPDBk,2.637,75,Timing_1
R_2wzrQBs9WfXEqvY,1.993,75,Timing_1
R_1LexFfmjyvmXTOL,1.929,75,Timing_1
R_33qjDYeYAwOkE5T,2.419,75,Timing_1
R_2hmTpgB9v4gMVln,1.054,75,Timing_1
R_2dz3jPccCM2bnYn,2.035,75,Timing_1
R_UGF6E0JKMn29vAB,2.394,75,Timing_1
R_27sacRSqVzj0y6C,2.3,75,Timing_1
R_9YMBxF16Fq5Sx9j,2.421,75,Timing_1
R_1msWQ6bnaSCpZk2,1.778,75,Timing_1
R_2e8NXPR5Tw4pwYw,0.702,75,Timing_1
R_1JWoobY0lTjCjQw,2.146,75,Timing_1
R_3h5B3PH7N6Y7Xyf,2.086,75,Timing_1
R_2vdX8CnHM3lEDvC,14.813,75,Timing_1
R_OOR6HquizkGafLz,3.669,75,Timing_1
R_RxccFdkhYT0WHjX,2.431,76,Timing_1
R_dhuccvYHbkYAG9r,42.748,76,Timing_1
R_9vHqsbnSU7O4IYd,7.232,76,Timing_1
R_78aiGik8VmAORq1,12.169,76,Timing_1
R_29h9A6X0ow8oZ2Y,3.301,76,Timing_1
R_cXZEs21kFaC0HhD,3.182,76,Timing_1
R_2WNBCmUSJ7es81y,3.301,76,Timing_1
R_3G0sbjgSwFQKXi9,6.152,76,Timing_1
R_1g6nNqBbbmL7FH5,4.203,76,Timing_1
R_8j1bqGNz3lGqaQx,5.145,76,Timing_1
R_2WxuN7hsNTqACzv,4.776,76,Timing_1
R_1dAl7kyo1aslOfs,6.044,76,Timing_1
R_29uz5PSyAsMtB7r,6.69,76,Timing_1
R_1eK0PAdE0G6DxML,0.931,76,Timing_1
R_0dZhlVH9txeciop,2.721,76,Timing_1
R_3dERy13vlfvrnVN,14.971,76,Timing_1
R_1Q44bnqE1PcaThG,29.092,76,Timing_1
R_bdOVS1RezYzJlwR,27.601,76,Timing_1
R_2qg5uVS3dzGIDIl,6.141,76,Timing_1
R_vweRT5oiF988oDv,2.565,76,Timing_1
R_10GHexpqrRVru1o,6.399,76,Timing_1
R_PCbo9o52FZpECs1,2.253,76,Timing_1
R_31mVtgUH6lARDGE,4.394,76,Timing_1
R_2xzxDC0Le3ynmMy,4.274,76,Timing_1
R_79t4lwi0h4jDOIF,3.322,76,Timing_1
R_1Q0hDsLmbIKLZ0z,12.519,76,Timing_1
R_5cnTywcTuHgNj7X,4.148,76,Timing_1
R_33eeGD9CTfhk9Ku,1.836,76,Timing_1
R_Og3BciE3uTBaVCp,3.993,76,Timing_1
R_2qgeY8oUbmojYP9,3.289,76,Timing_1
R_1dc5H6vyTZwB5d0,4.958,76,Timing_1
R_C8sNafUjwxF55eh,2.55,76,Timing_1
R_PNz510nvMcK1vJn,5.572,76,Timing_1
R_33qfTHRXq6lYytC,3.526,76,Timing_1
R_1JDBEbqjj0RbmTU,4.876,76,Timing_1
R_2rYJkqwuhznMWXM,5.544,76,Timing_1
R_3NONaHlKW1yOnDy,0.414,76,Timing_1
R_3PS1qyqsZZ1yKjf,44.302,76,Timing_1
R_3Ma6oJ0RQvMPDBk,27.475,76,Timing_1
R_2wzrQBs9WfXEqvY,0.743,76,Timing_1
R_1LexFfmjyvmXTOL,2.828,76,Timing_1
R_33qjDYeYAwOkE5T,1.53,76,Timing_1
R_2hmTpgB9v4gMVln,10.078,76,Timing_1
R_2dz3jPccCM2bnYn,8.099,76,Timing_1
R_UGF6E0JKMn29vAB,3.317,76,Timing_1
R_27sacRSqVzj0y6C,2.597,76,Timing_1
R_9YMBxF16Fq5Sx9j,2.269,76,Timing_1
R_1msWQ6bnaSCpZk2,3.922,76,Timing_1
R_2e8NXPR5Tw4pwYw,1.148,76,Timing_1
R_1JWoobY0lTjCjQw,3.97,76,Timing_1
R_3h5B3PH7N6Y7Xyf,5.725,76,Timing_1
R_2vdX8CnHM3lEDvC,9.715,76,Timing_1
R_OOR6HquizkGafLz,6.216,76,Timing_1
R_RxccFdkhYT0WHjX,2.174,77,Timing_1
R_dhuccvYHbkYAG9r,2.414,77,Timing_1
R_9vHqsbnSU7O4IYd,3.631,77,Timing_1
R_78aiGik8VmAORq1,12.018,77,Timing_1
R_29h9A6X0ow8oZ2Y,2.808,77,Timing_1
R_cXZEs21kFaC0HhD,3.465,77,Timing_1
R_2WNBCmUSJ7es81y,2.488,77,Timing_1
R_3G0sbjgSwFQKXi9,5.518,77,Timing_1
R_1g6nNqBbbmL7FH5,3.366,77,Timing_1
R_8j1bqGNz3lGqaQx,3.066,77,Timing_1
R_2WxuN7hsNTqACzv,4.232,77,Timing_1
R_1dAl7kyo1aslOfs,1.934,77,Timing_1
R_29uz5PSyAsMtB7r,2.722,77,Timing_1
R_1eK0PAdE0G6DxML,1.226,77,Timing_1
R_0dZhlVH9txeciop,2.476,77,Timing_1
R_3dERy13vlfvrnVN,3.051,77,Timing_1
R_1Q44bnqE1PcaThG,6.027,77,Timing_1
R_bdOVS1RezYzJlwR,8.644,77,Timing_1
R_2qg5uVS3dzGIDIl,4.082,77,Timing_1
R_vweRT5oiF988oDv,2.176,77,Timing_1
R_10GHexpqrRVru1o,7.142,77,Timing_1
R_PCbo9o52FZpECs1,2.492,77,Timing_1
R_31mVtgUH6lARDGE,8.577,77,Timing_1
R_2xzxDC0Le3ynmMy,1.846,77,Timing_1
R_79t4lwi0h4jDOIF,21.241,77,Timing_1
R_1Q0hDsLmbIKLZ0z,6.531,77,Timing_1
R_5cnTywcTuHgNj7X,5.566,77,Timing_1
R_33eeGD9CTfhk9Ku,1.299,77,Timing_1
R_Og3BciE3uTBaVCp,3.477,77,Timing_1
R_2qgeY8oUbmojYP9,5.903,77,Timing_1
R_1dc5H6vyTZwB5d0,3.948,77,Timing_1
R_C8sNafUjwxF55eh,3.016,77,Timing_1
R_PNz510nvMcK1vJn,7.676,77,Timing_1
R_33qfTHRXq6lYytC,84.853,77,Timing_1
R_1JDBEbqjj0RbmTU,3.566,77,Timing_1
R_2rYJkqwuhznMWXM,9.274,77,Timing_1
R_3NONaHlKW1yOnDy,2.708,77,Timing_1
R_3PS1qyqsZZ1yKjf,3.509,77,Timing_1
R_3Ma6oJ0RQvMPDBk,12.207,77,Timing_1
R_2wzrQBs9WfXEqvY,1.433,77,Timing_1
R_1LexFfmjyvmXTOL,0.892,77,Timing_1
R_33qjDYeYAwOkE5T,24.281,77,Timing_1
R_2hmTpgB9v4gMVln,1.261,77,Timing_1
R_2dz3jPccCM2bnYn,3.036,77,Timing_1
R_UGF6E0JKMn29vAB,4.942,77,Timing_1
R_27sacRSqVzj0y6C,2.088,77,Timing_1
R_9YMBxF16Fq5Sx9j,8.285,77,Timing_1
R_1msWQ6bnaSCpZk2,3.333,77,Timing_1
R_2e8NXPR5Tw4pwYw,2.494,77,Timing_1
R_1JWoobY0lTjCjQw,41.268,77,Timing_1
R_3h5B3PH7N6Y7Xyf,2.704,77,Timing_1
R_2vdX8CnHM3lEDvC,8.581,77,Timing_1
R_OOR6HquizkGafLz,2.639,77,Timing_1
R_RxccFdkhYT0WHjX,2.3,78,Timing_1
R_dhuccvYHbkYAG9r,5.269,78,Timing_1
R_9vHqsbnSU7O4IYd,2.851,78,Timing_1
R_78aiGik8VmAORq1,2.079,78,Timing_1
R_29h9A6X0ow8oZ2Y,2.828,78,Timing_1
R_cXZEs21kFaC0HhD,2.001,78,Timing_1
R_2WNBCmUSJ7es81y,3.429,78,Timing_1
R_3G0sbjgSwFQKXi9,4.816,78,Timing_1
R_1g6nNqBbbmL7FH5,2.79,78,Timing_1
R_8j1bqGNz3lGqaQx,4.785,78,Timing_1
R_2WxuN7hsNTqACzv,4.722,78,Timing_1
R_1dAl7kyo1aslOfs,2.864,78,Timing_1
R_29uz5PSyAsMtB7r,3.128,78,Timing_1
R_1eK0PAdE0G6DxML,1.126,78,Timing_1
R_0dZhlVH9txeciop,2.288,78,Timing_1
R_3dERy13vlfvrnVN,12.257,78,Timing_1
R_1Q44bnqE1PcaThG,4.739,78,Timing_1
R_bdOVS1RezYzJlwR,5.482,78,Timing_1
R_2qg5uVS3dzGIDIl,3.124,78,Timing_1
R_vweRT5oiF988oDv,2.229,78,Timing_1
R_10GHexpqrRVru1o,4.86,78,Timing_1
R_PCbo9o52FZpECs1,2.097,78,Timing_1
R_31mVtgUH6lARDGE,4.622,78,Timing_1
R_2xzxDC0Le3ynmMy,6.383,78,Timing_1
R_79t4lwi0h4jDOIF,2.667,78,Timing_1
R_1Q0hDsLmbIKLZ0z,12.803,78,Timing_1
R_5cnTywcTuHgNj7X,4.863,78,Timing_1
R_33eeGD9CTfhk9Ku,1.186,78,Timing_1
R_Og3BciE3uTBaVCp,4.482,78,Timing_1
R_2qgeY8oUbmojYP9,29.618,78,Timing_1
R_1dc5H6vyTZwB5d0,12.875,78,Timing_1
R_C8sNafUjwxF55eh,1.947,78,Timing_1
R_PNz510nvMcK1vJn,12.54,78,Timing_1
R_33qfTHRXq6lYytC,188.756,78,Timing_1
R_1JDBEbqjj0RbmTU,3.06,78,Timing_1
R_2rYJkqwuhznMWXM,1.004,78,Timing_1
R_3NONaHlKW1yOnDy,3.374,78,Timing_1
R_3PS1qyqsZZ1yKjf,3.431,78,Timing_1
R_3Ma6oJ0RQvMPDBk,3.594,78,Timing_1
R_2wzrQBs9WfXEqvY,2.563,78,Timing_1
R_1LexFfmjyvmXTOL,20.13,78,Timing_1
R_33qjDYeYAwOkE5T,2.635,78,Timing_1
R_2hmTpgB9v4gMVln,20.775,78,Timing_1
R_2dz3jPccCM2bnYn,20.963,78,Timing_1
R_UGF6E0JKMn29vAB,7.394,78,Timing_1
R_27sacRSqVzj0y6C,10.902,78,Timing_1
R_9YMBxF16Fq5Sx9j,3.877,78,Timing_1
R_1msWQ6bnaSCpZk2,6.665,78,Timing_1
R_2e8NXPR5Tw4pwYw,4.034,78,Timing_1
R_1JWoobY0lTjCjQw,3.009,78,Timing_1
R_3h5B3PH7N6Y7Xyf,9.748,78,Timing_1
R_2vdX8CnHM3lEDvC,20.842,78,Timing_1
R_OOR6HquizkGafLz,129.27,78,Timing_1
R_RxccFdkhYT0WHjX,2.803,79,Timing_1
R_dhuccvYHbkYAG9r,4.106,79,Timing_1
R_9vHqsbnSU7O4IYd,4.191,79,Timing_1
R_78aiGik8VmAORq1,4.221,79,Timing_1
R_29h9A6X0ow8oZ2Y,2.655,79,Timing_1
R_cXZEs21kFaC0HhD,111.825,79,Timing_1
R_2WNBCmUSJ7es81y,5.225,79,Timing_1
R_3G0sbjgSwFQKXi9,9.408,79,Timing_1
R_1g6nNqBbbmL7FH5,5.288,79,Timing_1
R_8j1bqGNz3lGqaQx,2.907,79,Timing_1
R_2WxuN7hsNTqACzv,4.542,79,Timing_1
R_1dAl7kyo1aslOfs,2.313,79,Timing_1
R_29uz5PSyAsMtB7r,3.532,79,Timing_1
R_1eK0PAdE0G6DxML,1.34,79,Timing_1
R_0dZhlVH9txeciop,2.295,79,Timing_1
R_3dERy13vlfvrnVN,4.04,79,Timing_1
R_1Q44bnqE1PcaThG,1.626,79,Timing_1
R_bdOVS1RezYzJlwR,6.142,79,Timing_1
R_2qg5uVS3dzGIDIl,3.039,79,Timing_1
R_vweRT5oiF988oDv,5.579,79,Timing_1
R_10GHexpqrRVru1o,5.602,79,Timing_1
R_PCbo9o52FZpECs1,124.082,79,Timing_1
R_31mVtgUH6lARDGE,5.778,79,Timing_1
R_2xzxDC0Le3ynmMy,4.25,79,Timing_1
R_79t4lwi0h4jDOIF,3.996,79,Timing_1
R_1Q0hDsLmbIKLZ0z,29.736,79,Timing_1
R_5cnTywcTuHgNj7X,6.626,79,Timing_1
R_33eeGD9CTfhk9Ku,1.096,79,Timing_1
R_Og3BciE3uTBaVCp,3.77,79,Timing_1
R_2qgeY8oUbmojYP9,2.883,79,Timing_1
R_1dc5H6vyTZwB5d0,5.453,79,Timing_1
R_C8sNafUjwxF55eh,2.794,79,Timing_1
R_PNz510nvMcK1vJn,3.854,79,Timing_1
R_33qfTHRXq6lYytC,3.307,79,Timing_1
R_1JDBEbqjj0RbmTU,2.88,79,Timing_1
R_2rYJkqwuhznMWXM,0.997,79,Timing_1
R_3NONaHlKW1yOnDy,3.443,79,Timing_1
R_3PS1qyqsZZ1yKjf,5.855,79,Timing_1
R_3Ma6oJ0RQvMPDBk,5.482,79,Timing_1
R_2wzrQBs9WfXEqvY,3.723,79,Timing_1
R_1LexFfmjyvmXTOL,1.6,79,Timing_1
R_33qjDYeYAwOkE5T,1.874,79,Timing_1
R_2hmTpgB9v4gMVln,1.602,79,Timing_1
R_2dz3jPccCM2bnYn,3.462,79,Timing_1
R_UGF6E0JKMn29vAB,8.588,79,Timing_1
R_27sacRSqVzj0y6C,2.011,79,Timing_1
R_9YMBxF16Fq5Sx9j,3.58,79,Timing_1
R_1msWQ6bnaSCpZk2,3.985,79,Timing_1
R_2e8NXPR5Tw4pwYw,1.35,79,Timing_1
R_1JWoobY0lTjCjQw,28.99,79,Timing_1
R_3h5B3PH7N6Y7Xyf,4.755,79,Timing_1
R_2vdX8CnHM3lEDvC,6.953,79,Timing_1
R_OOR6HquizkGafLz,2.834,79,Timing_1
R_RxccFdkhYT0WHjX,1.974,80,Timing_1
R_dhuccvYHbkYAG9r,3.922,80,Timing_1
R_9vHqsbnSU7O4IYd,2.796,80,Timing_1
R_78aiGik8VmAORq1,3.446,80,Timing_1
R_29h9A6X0ow8oZ2Y,4.012,80,Timing_1
R_cXZEs21kFaC0HhD,1.523,80,Timing_1
R_2WNBCmUSJ7es81y,2.255,80,Timing_1
R_3G0sbjgSwFQKXi9,5.621,80,Timing_1
R_1g6nNqBbbmL7FH5,3.331,80,Timing_1
R_8j1bqGNz3lGqaQx,2.831,80,Timing_1
R_2WxuN7hsNTqACzv,3.753,80,Timing_1
R_1dAl7kyo1aslOfs,2.689,80,Timing_1
R_29uz5PSyAsMtB7r,3.339,80,Timing_1
R_1eK0PAdE0G6DxML,1.628,80,Timing_1
R_0dZhlVH9txeciop,1.219,80,Timing_1
R_3dERy13vlfvrnVN,3.921,80,Timing_1
R_1Q44bnqE1PcaThG,1.194,80,Timing_1
R_bdOVS1RezYzJlwR,3.468,80,Timing_1
R_2qg5uVS3dzGIDIl,2.389,80,Timing_1
R_vweRT5oiF988oDv,1.865,80,Timing_1
R_10GHexpqrRVru1o,3.652,80,Timing_1
R_PCbo9o52FZpECs1,1.978,80,Timing_1
R_31mVtgUH6lARDGE,3.606,80,Timing_1
R_2xzxDC0Le3ynmMy,3.321,80,Timing_1
R_79t4lwi0h4jDOIF,1.575,80,Timing_1
R_1Q0hDsLmbIKLZ0z,15.004,80,Timing_1
R_5cnTywcTuHgNj7X,5.652,80,Timing_1
R_33eeGD9CTfhk9Ku,1.05,80,Timing_1
R_Og3BciE3uTBaVCp,2.808,80,Timing_1
R_2qgeY8oUbmojYP9,2.185,80,Timing_1
R_1dc5H6vyTZwB5d0,2.661,80,Timing_1
R_C8sNafUjwxF55eh,1.928,80,Timing_1
R_PNz510nvMcK1vJn,3.561,80,Timing_1
R_33qfTHRXq6lYytC,2.459,80,Timing_1
R_1JDBEbqjj0RbmTU,2.538,80,Timing_1
R_2rYJkqwuhznMWXM,9.876,80,Timing_1
R_3NONaHlKW1yOnDy,3.092,80,Timing_1
R_3PS1qyqsZZ1yKjf,2.551,80,Timing_1
R_3Ma6oJ0RQvMPDBk,1.849,80,Timing_1
R_2wzrQBs9WfXEqvY,0.69,80,Timing_1
R_1LexFfmjyvmXTOL,2.776,80,Timing_1
R_33qjDYeYAwOkE5T,3.083,80,Timing_1
R_2hmTpgB9v4gMVln,1.3,80,Timing_1
R_2dz3jPccCM2bnYn,2.969,80,Timing_1
R_UGF6E0JKMn29vAB,1.894,80,Timing_1
R_27sacRSqVzj0y6C,1.661,80,Timing_1
R_9YMBxF16Fq5Sx9j,3.769,80,Timing_1
R_1msWQ6bnaSCpZk2,2.926,80,Timing_1
R_2e8NXPR5Tw4pwYw,1.043,80,Timing_1
R_1JWoobY0lTjCjQw,1.889,80,Timing_1
R_3h5B3PH7N6Y7Xyf,3.443,80,Timing_1
R_2vdX8CnHM3lEDvC,9.306,80,Timing_1
R_OOR6HquizkGafLz,7.332,80,Timing_1
R_RxccFdkhYT0WHjX,1.853,81,Timing_1
R_dhuccvYHbkYAG9r,4.409,81,Timing_1
R_9vHqsbnSU7O4IYd,2.759,81,Timing_1
R_78aiGik8VmAORq1,5.853,81,Timing_1
R_29h9A6X0ow8oZ2Y,2.34,81,Timing_1
R_cXZEs21kFaC0HhD,3.61,81,Timing_1
R_2WNBCmUSJ7es81y,4.302,81,Timing_1
R_3G0sbjgSwFQKXi9,13.152,81,Timing_1
R_1g6nNqBbbmL7FH5,3.881,81,Timing_1
R_8j1bqGNz3lGqaQx,7.756,81,Timing_1
R_2WxuN7hsNTqACzv,4.748,81,Timing_1
R_1dAl7kyo1aslOfs,1.824,81,Timing_1
R_29uz5PSyAsMtB7r,5.396,81,Timing_1
R_1eK0PAdE0G6DxML,3.387,81,Timing_1
R_0dZhlVH9txeciop,139.569,81,Timing_1
R_3dERy13vlfvrnVN,15.874,81,Timing_1
R_1Q44bnqE1PcaThG,2.836,81,Timing_1
R_bdOVS1RezYzJlwR,6.082,81,Timing_1
R_2qg5uVS3dzGIDIl,1.68,81,Timing_1
R_vweRT5oiF988oDv,2.386,81,Timing_1
R_10GHexpqrRVru1o,5.137,81,Timing_1
R_PCbo9o52FZpECs1,2.271,81,Timing_1
R_31mVtgUH6lARDGE,6.786,81,Timing_1
R_2xzxDC0Le3ynmMy,4.615,81,Timing_1
R_79t4lwi0h4jDOIF,230.373,81,Timing_1
R_1Q0hDsLmbIKLZ0z,32.13,81,Timing_1
R_5cnTywcTuHgNj7X,4.755,81,Timing_1
R_33eeGD9CTfhk9Ku,1.984,81,Timing_1
R_Og3BciE3uTBaVCp,6.342,81,Timing_1
R_2qgeY8oUbmojYP9,4.74,81,Timing_1
R_1dc5H6vyTZwB5d0,5.187,81,Timing_1
R_C8sNafUjwxF55eh,1.712,81,Timing_1
R_PNz510nvMcK1vJn,13.654,81,Timing_1
R_33qfTHRXq6lYytC,2.658,81,Timing_1
R_1JDBEbqjj0RbmTU,4.667,81,Timing_1
R_2rYJkqwuhznMWXM,1.57,81,Timing_1
R_3NONaHlKW1yOnDy,3.81,81,Timing_1
R_3PS1qyqsZZ1yKjf,5.367,81,Timing_1
R_3Ma6oJ0RQvMPDBk,3.958,81,Timing_1
R_2wzrQBs9WfXEqvY,0.866,81,Timing_1
R_1LexFfmjyvmXTOL,1.175,81,Timing_1
R_33qjDYeYAwOkE5T,3.76,81,Timing_1
R_2hmTpgB9v4gMVln,1.001,81,Timing_1
R_2dz3jPccCM2bnYn,4.257,81,Timing_1
R_UGF6E0JKMn29vAB,4.577,81,Timing_1
R_27sacRSqVzj0y6C,2.084,81,Timing_1
R_9YMBxF16Fq5Sx9j,4.013,81,Timing_1
R_1msWQ6bnaSCpZk2,5.764,81,Timing_1
R_2e8NXPR5Tw4pwYw,2.961,81,Timing_1
R_1JWoobY0lTjCjQw,13.101,81,Timing_1
R_3h5B3PH7N6Y7Xyf,1.143,81,Timing_1
R_2vdX8CnHM3lEDvC,9.996,81,Timing_1
R_OOR6HquizkGafLz,2.557,81,Timing_1
R_RxccFdkhYT0WHjX,1.542,82,Timing_1
R_dhuccvYHbkYAG9r,12.056,82,Timing_1
R_9vHqsbnSU7O4IYd,3.016,82,Timing_1
R_78aiGik8VmAORq1,7.256,82,Timing_1
R_29h9A6X0ow8oZ2Y,3.595,82,Timing_1
R_cXZEs21kFaC0HhD,16.227,82,Timing_1
R_2WNBCmUSJ7es81y,3.421,82,Timing_1
R_3G0sbjgSwFQKXi9,7.219,82,Timing_1
R_1g6nNqBbbmL7FH5,2.91,82,Timing_1
R_8j1bqGNz3lGqaQx,5.056,82,Timing_1
R_2WxuN7hsNTqACzv,2.775,82,Timing_1
R_1dAl7kyo1aslOfs,1.469,82,Timing_1
R_29uz5PSyAsMtB7r,4.326,82,Timing_1
R_1eK0PAdE0G6DxML,2.11,82,Timing_1
R_0dZhlVH9txeciop,1.671,82,Timing_1
R_3dERy13vlfvrnVN,24.701,82,Timing_1
R_1Q44bnqE1PcaThG,3.713,82,Timing_1
R_bdOVS1RezYzJlwR,7.343,82,Timing_1
R_2qg5uVS3dzGIDIl,1.593,82,Timing_1
R_vweRT5oiF988oDv,2.699,82,Timing_1
R_10GHexpqrRVru1o,5.905,82,Timing_1
R_PCbo9o52FZpECs1,7.161,82,Timing_1
R_31mVtgUH6lARDGE,6.568,82,Timing_1
R_2xzxDC0Le3ynmMy,6.813,82,Timing_1
R_79t4lwi0h4jDOIF,19.9,82,Timing_1
R_1Q0hDsLmbIKLZ0z,43.2,82,Timing_1
R_5cnTywcTuHgNj7X,5.047,82,Timing_1
R_33eeGD9CTfhk9Ku,0.924,82,Timing_1
R_Og3BciE3uTBaVCp,3.363,82,Timing_1
R_2qgeY8oUbmojYP9,2.979,82,Timing_1
R_1dc5H6vyTZwB5d0,6.068,82,Timing_1
R_C8sNafUjwxF55eh,2.07,82,Timing_1
R_PNz510nvMcK1vJn,7.833,82,Timing_1
R_33qfTHRXq6lYytC,3.055,82,Timing_1
R_1JDBEbqjj0RbmTU,4.239,82,Timing_1
R_2rYJkqwuhznMWXM,1.792,82,Timing_1
R_3NONaHlKW1yOnDy,9.324,82,Timing_1
R_3PS1qyqsZZ1yKjf,2.133,82,Timing_1
R_3Ma6oJ0RQvMPDBk,5.815,82,Timing_1
R_2wzrQBs9WfXEqvY,1.618,82,Timing_1
R_1LexFfmjyvmXTOL,1.657,82,Timing_1
R_33qjDYeYAwOkE5T,3.138,82,Timing_1
R_2hmTpgB9v4gMVln,1.991,82,Timing_1
R_2dz3jPccCM2bnYn,5.761,82,Timing_1
R_UGF6E0JKMn29vAB,14.231,82,Timing_1
R_27sacRSqVzj0y6C,1.993,82,Timing_1
R_9YMBxF16Fq5Sx9j,2.096,82,Timing_1
R_1msWQ6bnaSCpZk2,4.368,82,Timing_1
R_2e8NXPR5Tw4pwYw,4.551,82,Timing_1
R_1JWoobY0lTjCjQw,3.435,82,Timing_1
R_3h5B3PH7N6Y7Xyf,2.394,82,Timing_1
R_2vdX8CnHM3lEDvC,8.583,82,Timing_1
R_OOR6HquizkGafLz,3.328,82,Timing_1
R_RxccFdkhYT0WHjX,3.527,83,Timing_1
R_dhuccvYHbkYAG9r,7.539,83,Timing_1
R_9vHqsbnSU7O4IYd,3.445,83,Timing_1
R_78aiGik8VmAORq1,2.735,83,Timing_1
R_29h9A6X0ow8oZ2Y,12.71,83,Timing_1
R_cXZEs21kFaC0HhD,6.339,83,Timing_1
R_2WNBCmUSJ7es81y,3.343,83,Timing_1
R_3G0sbjgSwFQKXi9,12.384,83,Timing_1
R_1g6nNqBbbmL7FH5,1145.587,83,Timing_1
R_8j1bqGNz3lGqaQx,2.542,83,Timing_1
R_2WxuN7hsNTqACzv,2.996,83,Timing_1
R_1dAl7kyo1aslOfs,1.575,83,Timing_1
R_29uz5PSyAsMtB7r,3.485,83,Timing_1
R_1eK0PAdE0G6DxML,1.681,83,Timing_1
R_0dZhlVH9txeciop,3.025,83,Timing_1
R_3dERy13vlfvrnVN,4.461,83,Timing_1
R_1Q44bnqE1PcaThG,5.54,83,Timing_1
R_bdOVS1RezYzJlwR,12.474,83,Timing_1
R_2qg5uVS3dzGIDIl,4.053,83,Timing_1
R_vweRT5oiF988oDv,1.925,83,Timing_1
R_10GHexpqrRVru1o,7.192,83,Timing_1
R_PCbo9o52FZpECs1,35.686,83,Timing_1
R_31mVtgUH6lARDGE,21.069,83,Timing_1
R_2xzxDC0Le3ynmMy,1.14,83,Timing_1
R_79t4lwi0h4jDOIF,24.665,83,Timing_1
R_1Q0hDsLmbIKLZ0z,13.752,83,Timing_1
R_5cnTywcTuHgNj7X,8.977,83,Timing_1
R_33eeGD9CTfhk9Ku,1.054,83,Timing_1
R_Og3BciE3uTBaVCp,3.053,83,Timing_1
R_2qgeY8oUbmojYP9,11.499,83,Timing_1
R_1dc5H6vyTZwB5d0,4.44,83,Timing_1
R_C8sNafUjwxF55eh,2.329,83,Timing_1
R_PNz510nvMcK1vJn,3.128,83,Timing_1
R_33qfTHRXq6lYytC,28.214,83,Timing_1
R_1JDBEbqjj0RbmTU,3.131,83,Timing_1
R_2rYJkqwuhznMWXM,0.956,83,Timing_1
R_3NONaHlKW1yOnDy,24.719,83,Timing_1
R_3PS1qyqsZZ1yKjf,3.019,83,Timing_1
R_3Ma6oJ0RQvMPDBk,4.992,83,Timing_1
R_2wzrQBs9WfXEqvY,2.224,83,Timing_1
R_1LexFfmjyvmXTOL,1.437,83,Timing_1
R_33qjDYeYAwOkE5T,1.043,83,Timing_1
R_2hmTpgB9v4gMVln,1.56,83,Timing_1
R_2dz3jPccCM2bnYn,4.164,83,Timing_1
R_UGF6E0JKMn29vAB,2.706,83,Timing_1
R_27sacRSqVzj0y6C,2.59,83,Timing_1
R_9YMBxF16Fq5Sx9j,1.977,83,Timing_1
R_1msWQ6bnaSCpZk2,3.29,83,Timing_1
R_2e8NXPR5Tw4pwYw,1.3,83,Timing_1
R_1JWoobY0lTjCjQw,2.918,83,Timing_1
R_3h5B3PH7N6Y7Xyf,5.401,83,Timing_1
R_2vdX8CnHM3lEDvC,6.917,83,Timing_1
R_OOR6HquizkGafLz,2.807,83,Timing_1
R_RxccFdkhYT0WHjX,4.746,84,Timing_1
R_dhuccvYHbkYAG9r,20.867,84,Timing_1
R_9vHqsbnSU7O4IYd,6.955,84,Timing_1
R_78aiGik8VmAORq1,15.902,84,Timing_1
R_29h9A6X0ow8oZ2Y,3.349,84,Timing_1
R_cXZEs21kFaC0HhD,17.77,84,Timing_1
R_2WNBCmUSJ7es81y,4.098,84,Timing_1
R_3G0sbjgSwFQKXi9,6.465,84,Timing_1
R_1g6nNqBbbmL7FH5,16.364,84,Timing_1
R_8j1bqGNz3lGqaQx,13.366,84,Timing_1
R_2WxuN7hsNTqACzv,6.499,84,Timing_1
R_1dAl7kyo1aslOfs,1.977,84,Timing_1
R_29uz5PSyAsMtB7r,5.721,84,Timing_1
R_1eK0PAdE0G6DxML,0.898,84,Timing_1
R_0dZhlVH9txeciop,2.67,84,Timing_1
R_3dERy13vlfvrnVN,5.972,84,Timing_1
R_1Q44bnqE1PcaThG,7.423,84,Timing_1
R_bdOVS1RezYzJlwR,29.132,84,Timing_1
R_2qg5uVS3dzGIDIl,5.53,84,Timing_1
R_vweRT5oiF988oDv,1.944,84,Timing_1
R_10GHexpqrRVru1o,30.011,84,Timing_1
R_PCbo9o52FZpECs1,16.697,84,Timing_1
R_31mVtgUH6lARDGE,6.614,84,Timing_1
R_2xzxDC0Le3ynmMy,5.466,84,Timing_1
R_79t4lwi0h4jDOIF,5.551,84,Timing_1
