subj_id,Diff,measure,sentID
R_2e8NXPR5Tw4pwYw,6,Diff,73
R_1JWoobY0lTjCjQw,5,Diff,73
R_3h5B3PH7N6Y7Xyf,5,Diff,73
R_2vdX8CnHM3lEDvC,6,Diff,73
R_OOR6HquizkGafLz,6,Diff,73
R_RxccFdkhYT0WHjX,6,Diff,74
R_dhuccvYHbkYAG9r,6,Diff,74
R_9vHqsbnSU7O4IYd,6,Diff,74
R_78aiGik8VmAORq1,3,Diff,74
R_29h9A6X0ow8oZ2Y,6,Diff,74
R_cXZEs21kFaC0HhD,6,Diff,74
R_2WNBCmUSJ7es81y,6,Diff,74
R_3G0sbjgSwFQKXi9,5,Diff,74
R_1g6nNqBbbmL7FH5,6,Diff,74
R_8j1bqGNz3lGqaQx,6,Diff,74
R_2WxuN7hsNTqACzv,6,Diff,74
R_1dAl7kyo1aslOfs,4,Diff,74
R_29uz5PSyAsMtB7r,5,Diff,74
R_1eK0PAdE0G6DxML,4,Diff,74
R_0dZhlVH9txeciop,4,Diff,74
R_3dERy13vlfvrnVN,6,Diff,74
R_1Q44bnqE1PcaThG,5,Diff,74
R_bdOVS1RezYzJlwR,4,Diff,74
R_2qg5uVS3dzGIDIl,5,Diff,74
R_vweRT5oiF988oDv,4,Diff,74
R_10GHexpqrRVru1o,6,Diff,74
R_PCbo9o52FZpECs1,6,Diff,74
R_31mVtgUH6lARDGE,6,Diff,74
R_2xzxDC0Le3ynmMy,5,Diff,74
R_79t4lwi0h4jDOIF,5,Diff,74
R_1Q0hDsLmbIKLZ0z,4,Diff,74
R_5cnTywcTuHgNj7X,5,Diff,74
R_33eeGD9CTfhk9Ku,6,Diff,74
R_Og3BciE3uTBaVCp,4,Diff,74
R_2qgeY8oUbmojYP9,6,Diff,74
R_1dc5H6vyTZwB5d0,6,Diff,74
R_C8sNafUjwxF55eh,2,Diff,74
R_PNz510nvMcK1vJn,6,Diff,74
R_33qfTHRXq6lYytC,6,Diff,74
R_1JDBEbqjj0RbmTU,6,Diff,74
R_2rYJkqwuhznMWXM,5,Diff,74
R_3NONaHlKW1yOnDy,3,Diff,74
R_3PS1qyqsZZ1yKjf,6,Diff,74
R_3Ma6oJ0RQvMPDBk,4,Diff,74
R_2wzrQBs9WfXEqvY,6,Diff,74
R_1LexFfmjyvmXTOL,5,Diff,74
R_33qjDYeYAwOkE5T,5,Diff,74
R_2hmTpgB9v4gMVln,4,Diff,74
R_2dz3jPccCM2bnYn,6,Diff,74
R_UGF6E0JKMn29vAB,6,Diff,74
R_27sacRSqVzj0y6C,6,Diff,74
R_9YMBxF16Fq5Sx9j,6,Diff,74
R_1msWQ6bnaSCpZk2,5,Diff,74
R_2e8NXPR5Tw4pwYw,4,Diff,74
R_1JWoobY0lTjCjQw,5,Diff,74
R_3h5B3PH7N6Y7Xyf,5,Diff,74
R_2vdX8CnHM3lEDvC,6,Diff,74
R_OOR6HquizkGafLz,6,Diff,74
R_RxccFdkhYT0WHjX,6,Diff,75
R_dhuccvYHbkYAG9r,6,Diff,75
R_9vHqsbnSU7O4IYd,6,Diff,75
R_78aiGik8VmAORq1,6,Diff,75
R_29h9A6X0ow8oZ2Y,6,Diff,75
R_cXZEs21kFaC0HhD,6,Diff,75
R_2WNBCmUSJ7es81y,6,Diff,75
R_3G0sbjgSwFQKXi9,6,Diff,75
R_1g6nNqBbbmL7FH5,6,Diff,75
R_8j1bqGNz3lGqaQx,6,Diff,75
R_2WxuN7hsNTqACzv,6,Diff,75
R_1dAl7kyo1aslOfs,6,Diff,75
R_29uz5PSyAsMtB7r,5,Diff,75
R_1eK0PAdE0G6DxML,6,Diff,75
R_0dZhlVH9txeciop,6,Diff,75
R_3dERy13vlfvrnVN,6,Diff,75
R_1Q44bnqE1PcaThG,6,Diff,75
R_bdOVS1RezYzJlwR,6,Diff,75
R_2qg5uVS3dzGIDIl,6,Diff,75
R_vweRT5oiF988oDv,6,Diff,75
R_10GHexpqrRVru1o,6,Diff,75
R_PCbo9o52FZpECs1,6,Diff,75
R_31mVtgUH6lARDGE,6,Diff,75
R_2xzxDC0Le3ynmMy,6,Diff,75
R_79t4lwi0h4jDOIF,6,Diff,75
R_1Q0hDsLmbIKLZ0z,6,Diff,75
R_5cnTywcTuHgNj7X,6,Diff,75
R_33eeGD9CTfhk9Ku,6,Diff,75
R_Og3BciE3uTBaVCp,6,Diff,75
R_2qgeY8oUbmojYP9,6,Diff,75
R_1dc5H6vyTZwB5d0,6,Diff,75
R_C8sNafUjwxF55eh,5,Diff,75
R_PNz510nvMcK1vJn,6,Diff,75
R_33qfTHRXq6lYytC,6,Diff,75
R_1JDBEbqjj0RbmTU,6,Diff,75
R_2rYJkqwuhznMWXM,6,Diff,75
R_3NONaHlKW1yOnDy,6,Diff,75
R_3PS1qyqsZZ1yKjf,6,Diff,75
R_3Ma6oJ0RQvMPDBk,6,Diff,75
R_2wzrQBs9WfXEqvY,6,Diff,75
R_1LexFfmjyvmXTOL,6,Diff,75
R_33qjDYeYAwOkE5T,5,Diff,75
R_2hmTpgB9v4gMVln,4,Diff,75
R_2dz3jPccCM2bnYn,6,Diff,75
R_UGF6E0JKMn29vAB,6,Diff,75
R_27sacRSqVzj0y6C,6,Diff,75
R_9YMBxF16Fq5Sx9j,6,Diff,75
R_1msWQ6bnaSCpZk2,6,Diff,75
R_2e8NXPR5Tw4pwYw,6,Diff,75
R_1JWoobY0lTjCjQw,6,Diff,75
R_3h5B3PH7N6Y7Xyf,6,Diff,75
R_2vdX8CnHM3lEDvC,6,Diff,75
R_OOR6HquizkGafLz,6,Diff,75
R_RxccFdkhYT0WHjX,6,Diff,76
R_dhuccvYHbkYAG9r,6,Diff,76
R_9vHqsbnSU7O4IYd,6,Diff,76
R_78aiGik8VmAORq1,5,Diff,76
R_29h9A6X0ow8oZ2Y,6,Diff,76
R_cXZEs21kFaC0HhD,6,Diff,76
R_2WNBCmUSJ7es81y,5,Diff,76
R_3G0sbjgSwFQKXi9,4,Diff,76
R_1g6nNqBbbmL7FH5,6,Diff,76
R_8j1bqGNz3lGqaQx,5,Diff,76
R_2WxuN7hsNTqACzv,6,Diff,76
R_1dAl7kyo1aslOfs,6,Diff,76
R_29uz5PSyAsMtB7r,6,Diff,76
R_1eK0PAdE0G6DxML,5,Diff,76
R_0dZhlVH9txeciop,5,Diff,76
R_3dERy13vlfvrnVN,6,Diff,76
R_1Q44bnqE1PcaThG,6,Diff,76
R_bdOVS1RezYzJlwR,6,Diff,76
R_2qg5uVS3dzGIDIl,5,Diff,76
R_vweRT5oiF988oDv,6,Diff,76
R_10GHexpqrRVru1o,6,Diff,76
R_PCbo9o52FZpECs1,5,Diff,76
R_31mVtgUH6lARDGE,6,Diff,76
R_2xzxDC0Le3ynmMy,6,Diff,76
R_79t4lwi0h4jDOIF,6,Diff,76
R_1Q0hDsLmbIKLZ0z,6,Diff,76
R_5cnTywcTuHgNj7X,6,Diff,76
R_33eeGD9CTfhk9Ku,6,Diff,76
R_Og3BciE3uTBaVCp,4,Diff,76
R_2qgeY8oUbmojYP9,6,Diff,76
R_1dc5H6vyTZwB5d0,6,Diff,76
R_C8sNafUjwxF55eh,6,Diff,76
R_PNz510nvMcK1vJn,6,Diff,76
R_33qfTHRXq6lYytC,6,Diff,76
R_1JDBEbqjj0RbmTU,6,Diff,76
R_2rYJkqwuhznMWXM,6,Diff,76
R_3NONaHlKW1yOnDy,5,Diff,76
R_3PS1qyqsZZ1yKjf,6,Diff,76
R_3Ma6oJ0RQvMPDBk,4,Diff,76
R_2wzrQBs9WfXEqvY,4,Diff,76
R_1LexFfmjyvmXTOL,6,Diff,76
R_33qjDYeYAwOkE5T,5,Diff,76
R_2hmTpgB9v4gMVln,5,Diff,76
R_2dz3jPccCM2bnYn,6,Diff,76
R_UGF6E0JKMn29vAB,6,Diff,76
R_27sacRSqVzj0y6C,5,Diff,76
R_9YMBxF16Fq5Sx9j,5,Diff,76
R_1msWQ6bnaSCpZk2,6,Diff,76
R_2e8NXPR5Tw4pwYw,6,Diff,76
R_1JWoobY0lTjCjQw,5,Diff,76
R_3h5B3PH7N6Y7Xyf,5,Diff,76
R_2vdX8CnHM3lEDvC,6,Diff,76
R_OOR6HquizkGafLz,6,Diff,76
R_RxccFdkhYT0WHjX,5,Diff,77
R_dhuccvYHbkYAG9r,6,Diff,77
R_9vHqsbnSU7O4IYd,6,Diff,77
R_78aiGik8VmAORq1,4,Diff,77
R_29h9A6X0ow8oZ2Y,6,Diff,77
R_cXZEs21kFaC0HhD,5,Diff,77
R_2WNBCmUSJ7es81y,6,Diff,77
R_3G0sbjgSwFQKXi9,5,Diff,77
R_1g6nNqBbbmL7FH5,4,Diff,77
R_8j1bqGNz3lGqaQx,6,Diff,77
R_2WxuN7hsNTqACzv,5,Diff,77
R_1dAl7kyo1aslOfs,6,Diff,77
R_29uz5PSyAsMtB7r,6,Diff,77
R_1eK0PAdE0G6DxML,5,Diff,77
R_0dZhlVH9txeciop,5,Diff,77
R_3dERy13vlfvrnVN,6,Diff,77
R_1Q44bnqE1PcaThG,6,Diff,77
R_bdOVS1RezYzJlwR,6,Diff,77
R_2qg5uVS3dzGIDIl,4,Diff,77
R_vweRT5oiF988oDv,5,Diff,77
R_10GHexpqrRVru1o,6,Diff,77
R_PCbo9o52FZpECs1,5,Diff,77
R_31mVtgUH6lARDGE,6,Diff,77
R_2xzxDC0Le3ynmMy,5,Diff,77
R_79t4lwi0h4jDOIF,6,Diff,77
R_1Q0hDsLmbIKLZ0z,6,Diff,77
R_5cnTywcTuHgNj7X,6,Diff,77
R_33eeGD9CTfhk9Ku,6,Diff,77
R_Og3BciE3uTBaVCp,4,Diff,77
R_2qgeY8oUbmojYP9,6,Diff,77
R_1dc5H6vyTZwB5d0,6,Diff,77
R_C8sNafUjwxF55eh,6,Diff,77
R_PNz510nvMcK1vJn,5,Diff,77
R_33qfTHRXq6lYytC,4,Diff,77
R_1JDBEbqjj0RbmTU,5,Diff,77
R_2rYJkqwuhznMWXM,5,Diff,77
R_3NONaHlKW1yOnDy,5,Diff,77
R_3PS1qyqsZZ1yKjf,6,Diff,77
R_3Ma6oJ0RQvMPDBk,5,Diff,77
R_2wzrQBs9WfXEqvY,6,Diff,77
R_1LexFfmjyvmXTOL,6,Diff,77
R_33qjDYeYAwOkE5T,5,Diff,77
R_2hmTpgB9v4gMVln,3,Diff,77
R_2dz3jPccCM2bnYn,6,Diff,77
R_UGF6E0JKMn29vAB,6,Diff,77
R_27sacRSqVzj0y6C,4,Diff,77
R_9YMBxF16Fq5Sx9j,5,Diff,77
R_1msWQ6bnaSCpZk2,6,Diff,77
R_2e8NXPR5Tw4pwYw,6,Diff,77
R_1JWoobY0lTjCjQw,5,Diff,77
R_3h5B3PH7N6Y7Xyf,5,Diff,77
R_2vdX8CnHM3lEDvC,6,Diff,77
R_OOR6HquizkGafLz,6,Diff,77
R_RxccFdkhYT0WHjX,3,Diff,78
R_dhuccvYHbkYAG9r,6,Diff,78
R_9vHqsbnSU7O4IYd,6,Diff,78
R_78aiGik8VmAORq1,4,Diff,78
R_29h9A6X0ow8oZ2Y,5,Diff,78
R_cXZEs21kFaC0HhD,2,Diff,78
R_2WNBCmUSJ7es81y,4,Diff,78
R_3G0sbjgSwFQKXi9,5,Diff,78
R_1g6nNqBbbmL7FH5,2,Diff,78
R_8j1bqGNz3lGqaQx,6,Diff,78
R_2WxuN7hsNTqACzv,6,Diff,78
R_1dAl7kyo1aslOfs,3,Diff,78
R_29uz5PSyAsMtB7r,3,Diff,78
R_1eK0PAdE0G6DxML,5,Diff,78
R_0dZhlVH9txeciop,6,Diff,78
R_3dERy13vlfvrnVN,4,Diff,78
R_1Q44bnqE1PcaThG,5,Diff,78
R_bdOVS1RezYzJlwR,5,Diff,78
R_2qg5uVS3dzGIDIl,5,Diff,78
R_vweRT5oiF988oDv,6,Diff,78
R_10GHexpqrRVru1o,6,Diff,78
R_PCbo9o52FZpECs1,3,Diff,78
R_31mVtgUH6lARDGE,4,Diff,78
R_2xzxDC0Le3ynmMy,4,Diff,78
R_79t4lwi0h4jDOIF,2,Diff,78
R_1Q0hDsLmbIKLZ0z,4,Diff,78
R_5cnTywcTuHgNj7X,6,Diff,78
R_33eeGD9CTfhk9Ku,2,Diff,78
R_Og3BciE3uTBaVCp,3,Diff,78
R_2qgeY8oUbmojYP9,6,Diff,78
R_1dc5H6vyTZwB5d0,2,Diff,78
R_C8sNafUjwxF55eh,2,Diff,78
R_PNz510nvMcK1vJn,4,Diff,78
R_33qfTHRXq6lYytC,2,Diff,78
R_1JDBEbqjj0RbmTU,3,Diff,78
R_2rYJkqwuhznMWXM,6,Diff,78
R_3NONaHlKW1yOnDy,5,Diff,78
R_3PS1qyqsZZ1yKjf,6,Diff,78
R_3Ma6oJ0RQvMPDBk,5,Diff,78
R_2wzrQBs9WfXEqvY,3,Diff,78
R_1LexFfmjyvmXTOL,3,Diff,78
R_33qjDYeYAwOkE5T,4,Diff,78
R_2hmTpgB9v4gMVln,2,Diff,78
R_2dz3jPccCM2bnYn,2,Diff,78
R_UGF6E0JKMn29vAB,5,Diff,78
R_27sacRSqVzj0y6C,3,Diff,78
R_9YMBxF16Fq5Sx9j,2,Diff,78
R_1msWQ6bnaSCpZk2,5,Diff,78
R_2e8NXPR5Tw4pwYw,4,Diff,78
R_1JWoobY0lTjCjQw,4,Diff,78
R_3h5B3PH7N6Y7Xyf,4,Diff,78
R_2vdX8CnHM3lEDvC,6,Diff,78
R_OOR6HquizkGafLz,4,Diff,78
R_RxccFdkhYT0WHjX,6,Diff,79
R_dhuccvYHbkYAG9r,6,Diff,79
R_9vHqsbnSU7O4IYd,5,Diff,79
R_78aiGik8VmAORq1,6,Diff,79
R_29h9A6X0ow8oZ2Y,6,Diff,79
R_cXZEs21kFaC0HhD,6,Diff,79
R_2WNBCmUSJ7es81y,6,Diff,79
R_3G0sbjgSwFQKXi9,4,Diff,79
R_1g6nNqBbbmL7FH5,6,Diff,79
R_8j1bqGNz3lGqaQx,6,Diff,79
R_2WxuN7hsNTqACzv,4,Diff,79
R_1dAl7kyo1aslOfs,5,Diff,79
R_29uz5PSyAsMtB7r,5,Diff,79
R_1eK0PAdE0G6DxML,5,Diff,79
R_0dZhlVH9txeciop,6,Diff,79
R_3dERy13vlfvrnVN,6,Diff,79
R_1Q44bnqE1PcaThG,6,Diff,79
R_bdOVS1RezYzJlwR,4,Diff,79
R_2qg5uVS3dzGIDIl,5,Diff,79
R_vweRT5oiF988oDv,5,Diff,79
R_10GHexpqrRVru1o,6,Diff,79
R_PCbo9o52FZpECs1,6,Diff,79
R_31mVtgUH6lARDGE,6,Diff,79
R_2xzxDC0Le3ynmMy,6,Diff,79
R_79t4lwi0h4jDOIF,5,Diff,79
R_1Q0hDsLmbIKLZ0z,6,Diff,79
R_5cnTywcTuHgNj7X,6,Diff,79
R_33eeGD9CTfhk9Ku,5,Diff,79
R_Og3BciE3uTBaVCp,5,Diff,79
R_2qgeY8oUbmojYP9,6,Diff,79
R_1dc5H6vyTZwB5d0,6,Diff,79
R_C8sNafUjwxF55eh,6,Diff,79
R_PNz510nvMcK1vJn,6,Diff,79
R_33qfTHRXq6lYytC,6,Diff,79
R_1JDBEbqjj0RbmTU,6,Diff,79
R_2rYJkqwuhznMWXM,6,Diff,79
R_3NONaHlKW1yOnDy,5,Diff,79
R_3PS1qyqsZZ1yKjf,6,Diff,79
R_3Ma6oJ0RQvMPDBk,6,Diff,79
R_2wzrQBs9WfXEqvY,6,Diff,79
R_1LexFfmjyvmXTOL,6,Diff,79
R_33qjDYeYAwOkE5T,4,Diff,79
R_2hmTpgB9v4gMVln,5,Diff,79
R_2dz3jPccCM2bnYn,6,Diff,79
R_UGF6E0JKMn29vAB,6,Diff,79
R_27sacRSqVzj0y6C,5,Diff,79
R_9YMBxF16Fq5Sx9j,6,Diff,79
R_1msWQ6bnaSCpZk2,5,Diff,79
R_2e8NXPR5Tw4pwYw,6,Diff,79
R_1JWoobY0lTjCjQw,5,Diff,79
R_3h5B3PH7N6Y7Xyf,6,Diff,79
R_2vdX8CnHM3lEDvC,6,Diff,79
R_OOR6HquizkGafLz,6,Diff,79
R_RxccFdkhYT0WHjX,6,Diff,80
R_dhuccvYHbkYAG9r,6,Diff,80
R_9vHqsbnSU7O4IYd,6,Diff,80
R_78aiGik8VmAORq1,6,Diff,80
R_29h9A6X0ow8oZ2Y,6,Diff,80
R_cXZEs21kFaC0HhD,6,Diff,80
R_2WNBCmUSJ7es81y,6,Diff,80
R_3G0sbjgSwFQKXi9,6,Diff,80
R_1g6nNqBbbmL7FH5,6,Diff,80
R_8j1bqGNz3lGqaQx,6,Diff,80
R_2WxuN7hsNTqACzv,6,Diff,80
R_1dAl7kyo1aslOfs,6,Diff,80
R_29uz5PSyAsMtB7r,6,Diff,80
R_1eK0PAdE0G6DxML,6,Diff,80
R_0dZhlVH9txeciop,6,Diff,80
R_3dERy13vlfvrnVN,6,Diff,80
R_1Q44bnqE1PcaThG,6,Diff,80
R_bdOVS1RezYzJlwR,6,Diff,80
R_2qg5uVS3dzGIDIl,6,Diff,80
R_vweRT5oiF988oDv,6,Diff,80
R_10GHexpqrRVru1o,6,Diff,80
R_PCbo9o52FZpECs1,6,Diff,80
R_31mVtgUH6lARDGE,6,Diff,80
R_2xzxDC0Le3ynmMy,6,Diff,80
R_79t4lwi0h4jDOIF,6,Diff,80
R_1Q0hDsLmbIKLZ0z,6,Diff,80
R_5cnTywcTuHgNj7X,6,Diff,80
R_33eeGD9CTfhk9Ku,6,Diff,80
R_Og3BciE3uTBaVCp,6,Diff,80
R_2qgeY8oUbmojYP9,6,Diff,80
R_1dc5H6vyTZwB5d0,6,Diff,80
R_C8sNafUjwxF55eh,6,Diff,80
R_PNz510nvMcK1vJn,6,Diff,80
R_33qfTHRXq6lYytC,6,Diff,80
R_1JDBEbqjj0RbmTU,6,Diff,80
R_2rYJkqwuhznMWXM,6,Diff,80
R_3NONaHlKW1yOnDy,6,Diff,80
R_3PS1qyqsZZ1yKjf,6,Diff,80
R_3Ma6oJ0RQvMPDBk,6,Diff,80
R_2wzrQBs9WfXEqvY,6,Diff,80
R_1LexFfmjyvmXTOL,6,Diff,80
R_33qjDYeYAwOkE5T,5,Diff,80
R_2hmTpgB9v4gMVln,5,Diff,80
R_2dz3jPccCM2bnYn,6,Diff,80
R_UGF6E0JKMn29vAB,6,Diff,80
R_27sacRSqVzj0y6C,6,Diff,80
R_9YMBxF16Fq5Sx9j,6,Diff,80
R_1msWQ6bnaSCpZk2,6,Diff,80
R_2e8NXPR5Tw4pwYw,6,Diff,80
R_1JWoobY0lTjCjQw,6,Diff,80
R_3h5B3PH7N6Y7Xyf,6,Diff,80
R_2vdX8CnHM3lEDvC,6,Diff,80
R_OOR6HquizkGafLz,6,Diff,80
R_RxccFdkhYT0WHjX,5,Diff,81
R_dhuccvYHbkYAG9r,6,Diff,81
R_9vHqsbnSU7O4IYd,5,Diff,81
R_78aiGik8VmAORq1,3,Diff,81
R_29h9A6X0ow8oZ2Y,6,Diff,81
R_cXZEs21kFaC0HhD,4,Diff,81
R_2WNBCmUSJ7es81y,6,Diff,81
R_3G0sbjgSwFQKXi9,5,Diff,81
R_1g6nNqBbbmL7FH5,6,Diff,81
R_8j1bqGNz3lGqaQx,6,Diff,81
R_2WxuN7hsNTqACzv,5,Diff,81
R_1dAl7kyo1aslOfs,3,Diff,81
R_29uz5PSyAsMtB7r,6,Diff,81
R_1eK0PAdE0G6DxML,5,Diff,81
R_0dZhlVH9txeciop,6,Diff,81
R_3dERy13vlfvrnVN,5,Diff,81
R_1Q44bnqE1PcaThG,5,Diff,81
R_bdOVS1RezYzJlwR,6,Diff,81
R_2qg5uVS3dzGIDIl,3,Diff,81
R_vweRT5oiF988oDv,6,Diff,81
R_10GHexpqrRVru1o,6,Diff,81
R_PCbo9o52FZpECs1,6,Diff,81
R_31mVtgUH6lARDGE,6,Diff,81
R_2xzxDC0Le3ynmMy,4,Diff,81
R_79t4lwi0h4jDOIF,6,Diff,81
R_1Q0hDsLmbIKLZ0z,6,Diff,81
R_5cnTywcTuHgNj7X,6,Diff,81
R_33eeGD9CTfhk9Ku,4,Diff,81
R_Og3BciE3uTBaVCp,5,Diff,81
R_2qgeY8oUbmojYP9,6,Diff,81
R_1dc5H6vyTZwB5d0,6,Diff,81
R_C8sNafUjwxF55eh,4,Diff,81
R_PNz510nvMcK1vJn,4,Diff,81
R_33qfTHRXq6lYytC,6,Diff,81
R_1JDBEbqjj0RbmTU,3,Diff,81
R_2rYJkqwuhznMWXM,6,Diff,81
R_3NONaHlKW1yOnDy,4,Diff,81
R_3PS1qyqsZZ1yKjf,6,Diff,81
R_3Ma6oJ0RQvMPDBk,6,Diff,81
R_2wzrQBs9WfXEqvY,6,Diff,81
R_1LexFfmjyvmXTOL,6,Diff,81
R_33qjDYeYAwOkE5T,5,Diff,81
R_2hmTpgB9v4gMVln,6,Diff,81
R_2dz3jPccCM2bnYn,6,Diff,81
R_UGF6E0JKMn29vAB,6,Diff,81
R_27sacRSqVzj0y6C,4,Diff,81
R_9YMBxF16Fq5Sx9j,3,Diff,81
R_1msWQ6bnaSCpZk2,6,Diff,81
R_2e8NXPR5Tw4pwYw,6,Diff,81
R_1JWoobY0lTjCjQw,4,Diff,81
R_3h5B3PH7N6Y7Xyf,5,Diff,81
R_2vdX8CnHM3lEDvC,6,Diff,81
R_OOR6HquizkGafLz,6,Diff,81
R_RxccFdkhYT0WHjX,6,Diff,82
R_dhuccvYHbkYAG9r,6,Diff,82
R_9vHqsbnSU7O4IYd,4,Diff,82
R_78aiGik8VmAORq1,6,Diff,82
R_29h9A6X0ow8oZ2Y,6,Diff,82
R_cXZEs21kFaC0HhD,6,Diff,82
R_2WNBCmUSJ7es81y,4,Diff,82
R_3G0sbjgSwFQKXi9,6,Diff,82
R_1g6nNqBbbmL7FH5,5,Diff,82
R_8j1bqGNz3lGqaQx,5,Diff,82
R_2WxuN7hsNTqACzv,3,Diff,82
R_1dAl7kyo1aslOfs,5,Diff,82
R_29uz5PSyAsMtB7r,6,Diff,82
R_1eK0PAdE0G6DxML,5,Diff,82
R_0dZhlVH9txeciop,6,Diff,82
R_3dERy13vlfvrnVN,4,Diff,82
R_1Q44bnqE1PcaThG,6,Diff,82
R_bdOVS1RezYzJlwR,4,Diff,82
R_2qg5uVS3dzGIDIl,4,Diff,82
R_vweRT5oiF988oDv,3,Diff,82
R_10GHexpqrRVru1o,6,Diff,82
R_PCbo9o52FZpECs1,6,Diff,82
R_31mVtgUH6lARDGE,6,Diff,82
R_2xzxDC0Le3ynmMy,4,Diff,82
R_79t4lwi0h4jDOIF,6,Diff,82
R_1Q0hDsLmbIKLZ0z,4,Diff,82
R_5cnTywcTuHgNj7X,6,Diff,82
R_33eeGD9CTfhk9Ku,5,Diff,82
R_Og3BciE3uTBaVCp,4,Diff,82
R_2qgeY8oUbmojYP9,6,Diff,82
R_1dc5H6vyTZwB5d0,5,Diff,82
R_C8sNafUjwxF55eh,4,Diff,82
R_PNz510nvMcK1vJn,6,Diff,82
R_33qfTHRXq6lYytC,5,Diff,82
R_1JDBEbqjj0RbmTU,4,Diff,82
R_2rYJkqwuhznMWXM,5,Diff,82
R_3NONaHlKW1yOnDy,4,Diff,82
R_3PS1qyqsZZ1yKjf,5,Diff,82
R_3Ma6oJ0RQvMPDBk,6,Diff,82
R_2wzrQBs9WfXEqvY,6,Diff,82
R_1LexFfmjyvmXTOL,6,Diff,82
R_33qjDYeYAwOkE5T,5,Diff,82
R_2hmTpgB9v4gMVln,5,Diff,82
R_2dz3jPccCM2bnYn,6,Diff,82
R_UGF6E0JKMn29vAB,6,Diff,82
R_27sacRSqVzj0y6C,5,Diff,82
R_9YMBxF16Fq5Sx9j,6,Diff,82
R_1msWQ6bnaSCpZk2,5,Diff,82
R_2e8NXPR5Tw4pwYw,6,Diff,82
R_1JWoobY0lTjCjQw,6,Diff,82
R_3h5B3PH7N6Y7Xyf,6,Diff,82
R_2vdX8CnHM3lEDvC,6,Diff,82
R_OOR6HquizkGafLz,6,Diff,82
R_RxccFdkhYT0WHjX,4,Diff,83
R_dhuccvYHbkYAG9r,5,Diff,83
R_9vHqsbnSU7O4IYd,6,Diff,83
R_78aiGik8VmAORq1,3,Diff,83
R_29h9A6X0ow8oZ2Y,6,Diff,83
R_cXZEs21kFaC0HhD,6,Diff,83
R_2WNBCmUSJ7es81y,6,Diff,83
R_3G0sbjgSwFQKXi9,5,Diff,83
R_1g6nNqBbbmL7FH5,6,Diff,83
R_8j1bqGNz3lGqaQx,6,Diff,83
R_2WxuN7hsNTqACzv,5,Diff,83
R_1dAl7kyo1aslOfs,6,Diff,83
R_29uz5PSyAsMtB7r,6,Diff,83
R_1eK0PAdE0G6DxML,6,Diff,83
R_0dZhlVH9txeciop,6,Diff,83
R_3dERy13vlfvrnVN,6,Diff,83
R_1Q44bnqE1PcaThG,5,Diff,83
R_bdOVS1RezYzJlwR,4,Diff,83
R_2qg5uVS3dzGIDIl,6,Diff,83
R_vweRT5oiF988oDv,6,Diff,83
R_10GHexpqrRVru1o,6,Diff,83
R_PCbo9o52FZpECs1,6,Diff,83
R_31mVtgUH6lARDGE,6,Diff,83
R_2xzxDC0Le3ynmMy,5,Diff,83
R_79t4lwi0h4jDOIF,6,Diff,83
R_1Q0hDsLmbIKLZ0z,5,Diff,83
R_5cnTywcTuHgNj7X,6,Diff,83
R_33eeGD9CTfhk9Ku,4,Diff,83
R_Og3BciE3uTBaVCp,6,Diff,83
R_2qgeY8oUbmojYP9,3,Diff,83
R_1dc5H6vyTZwB5d0,6,Diff,83
R_C8sNafUjwxF55eh,6,Diff,83
R_PNz510nvMcK1vJn,6,Diff,83
R_33qfTHRXq6lYytC,6,Diff,83
R_1JDBEbqjj0RbmTU,6,Diff,83
R_2rYJkqwuhznMWXM,4,Diff,83
R_3NONaHlKW1yOnDy,4,Diff,83
R_3PS1qyqsZZ1yKjf,6,Diff,83
R_3Ma6oJ0RQvMPDBk,6,Diff,83
R_2wzrQBs9WfXEqvY,6,Diff,83
R_1LexFfmjyvmXTOL,6,Diff,83
R_33qjDYeYAwOkE5T,5,Diff,83
R_2hmTpgB9v4gMVln,4,Diff,83
R_2dz3jPccCM2bnYn,5,Diff,83
R_UGF6E0JKMn29vAB,6,Diff,83
R_27sacRSqVzj0y6C,6,Diff,83
R_9YMBxF16Fq5Sx9j,5,Diff,83
R_1msWQ6bnaSCpZk2,6,Diff,83
R_2e8NXPR5Tw4pwYw,6,Diff,83
R_1JWoobY0lTjCjQw,5,Diff,83
R_3h5B3PH7N6Y7Xyf,2,Diff,83
R_2vdX8CnHM3lEDvC,6,Diff,83
R_OOR6HquizkGafLz,6,Diff,83
R_RxccFdkhYT0WHjX,4,Diff,84
R_dhuccvYHbkYAG9r,4,Diff,84
R_9vHqsbnSU7O4IYd,6,Diff,84
R_78aiGik8VmAORq1,4,Diff,84
R_29h9A6X0ow8oZ2Y,6,Diff,84
R_cXZEs21kFaC0HhD,6,Diff,84
R_2WNBCmUSJ7es81y,6,Diff,84
R_3G0sbjgSwFQKXi9,4,Diff,84
R_1g6nNqBbbmL7FH5,6,Diff,84
R_8j1bqGNz3lGqaQx,6,Diff,84
R_2WxuN7hsNTqACzv,6,Diff,84
R_1dAl7kyo1aslOfs,6,Diff,84
R_29uz5PSyAsMtB7r,6,Diff,84
R_1eK0PAdE0G6DxML,6,Diff,84
R_0dZhlVH9txeciop,4,Diff,84
R_3dERy13vlfvrnVN,6,Diff,84
R_1Q44bnqE1PcaThG,6,Diff,84
R_bdOVS1RezYzJlwR,6,Diff,84
R_2qg5uVS3dzGIDIl,5,Diff,84
